CUI|Concept|CCS|Phecode|CTD|HPO|HDO
C0855197|'Testicular Cancer'|[30]|['Neoplasms']|['Cancer', 'Endocrine system disease', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0855228|'Eating disorder symptoms'|[670]|['Mental']|['Mental disorder']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:150 ! disease of mental health']
C0856054|'Mental Status Change'|[259]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|[]|['DOID:150 ! disease of mental health', 'DOID:7 ! disease of anatomical entity']"
C0856320|'School Accident'|[]|[]|[]|[]|[]
C0856554|'metastatic hepatic cancer'|[16]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0856747|'Aneurysm, ascending aorta::Aneurysm of ascending aorta'|[115]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0856870|'Type 2 obese diabetic'|[]|[]|[]|[]|[]
C0857111|'gland in neck'|[]|[]|[]|[]|[]
C0857150|'rash neck'|[]|[]|[]|[]|[]
C0857177|'arthritic pains'|[204]|['Musc/Skel']|['Musculoskeletal disease', 'Signs and symptoms']|['HP:0025142 ! Constitutional symptom']|['DOID:7 ! disease of anatomical entity']
C0857248|'painful feet'|[211]|['Signs/Symptoms']|['Signs and symptoms']|['HP:0025142 ! Constitutional symptom', 'HP:0033127 ! Abnormality of the musculoskeletal system']|[]
C0857393|'excitable'|[]|[]|[]|[]|[]
C0858252|'Adenocarcinoma of the Breast::Breast Adenocarcinoma'|[24]|['Neoplasms']|['Cancer', 'Skin disease']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0858277|'angina symptoms'|[101]|['Cardio']|['Cardiovascular disease', 'Signs and symptoms']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0858353|'heroin addict::addicted to heroin'|[]|[]|[]|[]|[]
C0858355|'addicted to cocaine::cocaine addict'|[]|[]|[]|[]|[]
C0858540|'Bleeding symptoms'|[62]|['Blood']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0858617|'PSC'|[86]|['Eye']|['Eye disease']|['HP:0000478 ! Abnormality of the eye']|['DOID:14566 ! disease of cellular proliferation', 'DOID:7 ! disease of anatomical entity']"
C0858618|'Color blindness'|[41, 89, 91]|['Eye', 'Neoplasms']|['Cancer', 'Eye disease', 'Nervous system disease', 'Signs and symptoms']|['HP:0000478 ! Abnormality of the eye']|['DOID:14566 ! disease of cellular proliferation', 'DOID:7 ! disease of anatomical entity']"
C0858722|'Facial twitching'|[95]|['Neuro']|['Nervous system disease', 'Signs and symptoms']|['HP:0000152 ! Abnormality of head or neck', 'HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0858952|'silence'|[]|[]|[]|[]|[]
C0859235|'leg discomfort'|[]|[]|[]|[]|[]
C0859969|'chronic diverticulitis'|[146]|['GI']|['Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0860218|'abo incompatibilities'|[238]|['Blood']|['Blood disease', 'Immune system disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0860277|'sour stomach'|[251]|['GI']|['Signs and symptoms']|['HP:0025031 ! Abnormality of the digestive system', 'HP:0025142 ! Constitutional symptom']|['DOID:7 ! disease of anatomical entity']
C0860475|'lactose intolerant'|[]|[]|[]|[]|[]
C0860594|'Malignant melanoma, metastatic'|[22]|['Neoplasms']|['Cancer', 'Skin disease']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0860603|'symptoms anxiety::Anxiety symptoms'|[255]|['Mental']|['Mental disorder']|[]|['DOID:150 ! disease of mental health']
C0860630|'dementing::demented'|[]|[]|[]|[]|[]
C0860659|'Aloof'|[]|[]|[]|[]|[]
C0861772|'rectal cancer, metastatic'|[14]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0002664 ! Neoplasm', 'HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0862448|'metastatic kidney cancer'|[43]|['Neoplasms']|['Cancer', 'Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0862506|'borderline ovarian tumour'|[]|[]|[]|[]|[]
C0862636|'Metastatic Prostate Adenocarcinoma'|[29, 42]|['Neoplasms']|['Cancer', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0862719|'Metastatic Carcinoma of Larynx'|[11, 43, 133, 134]|['Neoplasms', 'Resp']|['Cancer', 'Ear-nose-throat disease', 'Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:14566 ! disease of cellular proliferation']
C0863085|'sore feet'|[211]|['Signs/Symptoms']|['Signs and symptoms']|['HP:0025142 ! Constitutional symptom', 'HP:0033127 ! Abnormality of the musculoskeletal system']|[]
C0863090|'skin Allergies'|[]|[]|[]|[]|[]
C0865021|'Multiple cancer, primary'|[43]|['ID', 'Neoplasms']|['Cancer', 'Immune system disease', 'Viral disease']|['HP:0002664 ! Neoplasm']|['DOID:0050117 ! disease by infectious agent', 'DOID:14566 ! disease of cellular proliferation']"
C0865245|'Anemia, progressive'|[59]|['Blood']|['Blood disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0865424|'attention deficit disorder adult::Adult attention deficit disorder'|[652]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0865800|'asthma copd::Asthma with COPD::copd asthma'|[]|['Resp']|[]|[]|[]
C0866323|'Severe Pre Eclampsia'|[]|['Preg']|[]|[]|[]
C0867390|'Postoperative stroke'|[238]|[]|[]|[]|[]
C0867949|'Accidental drowning NOS'|[2602]|[]|['Pathology (process)']|[]|[]
C0868908|'Pancolitis'|[144, 154]|['GI']|['Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0870082|'HYPERKERATOSIS'|[200]|['Derm']|['Pathology (process)']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0870281|'chronic Psychiatric illness::persistent mental illness::Chronic mental illness::Chronic Psychotic disorder::Chronic Psychotic::chronic psychiatric Disease'|[95, 659]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0870291|'Menopause Depression'|[657]|['Mental']|['Mental disorder']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0871189|'psychotic symptoms'|[]|[]|[]|[]|[]
C0871388|'social stress'|[255, 651]|['Mental']|[]|['HP:0000707 ! Abnormality of the nervous system']|[]
C0872215|'mild intolerance'|[]|[]|[]|[]|[]
C0876926|'Traumatic Brain Injury::traumatic brain damage::Trauma, Brain'|[233]|['Neuro']|['Nervous system disease', 'Wounds and injuries']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0876973|'Lung Infection::Infectious Pulmonary Disease'|[133]|['Resp']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0877015|'Pelvic Organ Prolapse'|[91, 95, 163, 170, 214]|['Cong', 'Eye', 'Genitourinary', 'Neuro']|['Pathology (anatomical condition)']|['HP:0000478 ! Abnormality of the eye']|['DOID:7 ! disease of anatomical entity']
C0877264|'infantile asthma'|[]|[]|[]|[]|[]
C0877373|'Advanced Cancer'|[42]|['Neoplasms']|['Cancer', 'Pathology (process)']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0877430|'chronic asthma'|[]|[]|[]|[]|[]
C0877510|'Precancerous Skin Lesion'|[200, 253]|['Derm']|['Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0877781|'HEMICRANIA'|[84]|['GI', 'Neuro']|['Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health', 'DOID:7 ! disease of anatomical entity']"
C0878521|'Beta thalassaemia trait'|[59]|['Blood']|['Blood disease', 'Genetic disease (inborn)']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0878544|'Disease, Myocardial::CARDIOMYOPATHY::Myocardiopathy'|[97, 104]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0878787|'failure growth'|[51, 58]|['Dev', 'Endo']|['Endocrine system disease', 'Nervous system disease', 'Signs and symptoms']|['HP:0000818 ! Abnormality of the endocrine system', 'HP:0001507 ! Growth abnormality']|['DOID:7 ! disease of anatomical entity']
C0879615|'Stromal Cell Tumor'|[44, 211]|['Musc/Skel', 'Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0917799|'increased sleep::Excessive sleepiness'|[259]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health']
C0917801|'INSOMNIA'|[259]|['Neuro']|['Mental disorder', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0917804|'Cerebral AV malformation'|[213]|['Cardio', 'Cong']|['Cardiovascular disease', 'Congenital abnormality', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:14566 ! disease of cellular proliferation']
C0917805|'Mini-Stroke::TIA'|[112]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0917996|'CEREBRAL ANEURYSM'|[109, 111]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0919267|'ovary tumour::Ovarian tumour::ovarian cancer::Ovarian Tumors::ovary cancer::Tumour of the Ovary::Tumour of ovary'|[27]|['Neoplasms']|['Cancer', 'Endocrine system disease', 'Urogenital disease (female)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0919568|'impatience'|[]|[]|[]|[]|[]
C0919715|'lupus-like syndrome'|[211]|['Musc/Skel']|['Connective tissue disease']|['HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0919976|'renal cancer metastatic'|[18, 33, 34, 41, 43, 161, 163, 215]|['Cong', 'Genitourinary', 'Neoplasms']|['Cancer', 'Urogenital disease (female)', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0920028|'Recurrent Leukemia'|[39]|['Neoplasms']|['Cancer']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:14566 ! disease of cellular proliferation']
C0920099|'factor v leiden deficiency'|[62]|['Blood']|['Blood disease', 'Genetic disease (inborn)']|['HP:0001871 ! Abnormality of blood and blood-forming tissues']|['DOID:7 ! disease of anatomical entity']
C0920163|'Idiopathic thrombocytopenia'|[62]|['Blood']|['Blood disease', 'Immune system disease', 'Pathology (process)', 'Signs and symptoms']|['HP:0001871 ! Abnormality of blood and blood-forming tissues', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0920187|'Congenital Neuropathy'|[95]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
C0920305|'Leiomyosarcoma of the Small Intestine::Leiomyosarcoma of Small Bowel'|[14]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0920350|'Autoimmune thyroiditis'|[48]|['Blood', 'Endo']|['Endocrine system disease', 'Immune system disease']|['HP:0000818 ! Abnormality of the endocrine system', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0920420|'cancer recurrence'|[]|[]|['Pathology (process)']|[]|[]
C0920571|'lymphatic cancer::lymphatic Malignancy'|[64]|['Blood']|['Blood disease', 'Lymphatic disease']|['HP:0001626 ! Abnormality of the cardiovascular system', 'HP:0001871 ! Abnormality of blood and blood-forming tissues', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0936223|'Metastatic Prostate Cancer::Metastatic Prostate Carcinoma::cancer metastatic prostate'|[29]|['Neoplasms']|['Cancer', 'Urogenital disease (male)']|['HP:0000119 ! Abnormality of the genitourinary system']|['DOID:14566 ! disease of cellular proliferation']
C0936282|'Blastoma'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0940930|'Complication, perforation'|[]|[]|['Pathology (process)']|[]|[]
C0940931|'Bleeding complication'|[]|[]|['Pathology (process)']|[]|[]
C0940932|'complications pancreatitis'|[]|[]|['Pathology (process)']|[]|[]
C0940933|'complications infections::complications infection'|[]|[]|['Pathology (process)']|[]|[]
C0940937|'Precancerous lesions'|[]|[]|[]|[]|[]
C0941009|'Diagnosis for stomach'|[]|[]|[]|[]|[]
C0941053|'Primary Colon Cancer::Primary Colon Cancers'|[14]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0941057|'Ulcerative colitis, quiescent'|[144]|['Blood', 'GI']|['Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0941062|'non specific colitis'|[]|[]|[]|[]|[]
C0947622|'Gallstones::Gallbladder stones::Gallstone'|[149]|['GI']|['Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0947912|'MYASTHENIA'|[211]|['Musc/Skel']|['Musculoskeletal disease', 'Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system', 'HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0947961|'Atopic Diseases::Atopic Disease::Atopic condition'|[57]|['Blood']|['Immune system disease']|['HP:0001871 ! Abnormality of blood and blood-forming tissues', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0948008|'Ischaemic stroke'|[109]|['Cardio']|['Cardiovascular disease', 'Nervous system disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0948089|'Acute Coronary Syndrome'|[101]|['Cardio']|['Cardiovascular disease']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:225 ! syndrome']
C0948160|'Pancreatic Infection'|[152]|['GI']|['Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:7 ! disease of anatomical entity']
C0948303|'Carcinoma of peritoneum::peritoneal carcinoma'|[18]|['Neoplasms']|['Cancer', 'Connective tissue disease', 'Digestive system disease']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0948391|'childhood convulsions::childhood Seizures'|[]|[]|[]|[]|[]
C0948396|'Frequent headaches'|[84]|['GI', 'Neuro']|['Signs and symptoms']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:150 ! disease of mental health', 'DOID:7 ! disease of anatomical entity']"
C0948627|'Lymph Node Cancer::cancer lymph nodes::cancer lymph node'|[43]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0948680|'Adenocarcinoma of liver::hepatic adenocarcinoma'|[16]|['Neoplasms']|['Cancer', 'Digestive system disease']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0948750|'Salivary Gland Cancer'|[11]|['Neoplasms']|['Cancer', 'Mouth disease']|['HP:0000152 ! Abnormality of head or neck']|['DOID:14566 ! disease of cellular proliferation']
C0948755|'Pulmonary failure'|[19]|['Neoplasms']|['Cancer']|['HP:0002664 ! Neoplasm']|['DOID:14566 ! disease of cellular proliferation']
C0948765|'Cyclosporine A toxicity'|[]|[]|[]|[]|[]
C0948853|'euthymia'|[]|[]|[]|[]|[]
C0948949|'fungus foot'|[3]|['ID']|['Bacterial infection or mycosis', 'Skin disease']|['HP:0001574 ! Abnormality of the integument', 'HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:0050117 ! disease by infectious agent']
C0949059|'Colorectal polyps'|[155]|['GI']|['Pathology (anatomical condition)']|['HP:0025031 ! Abnormality of the digestive system']|['DOID:14566 ! disease of cellular proliferation']
C0949506|'Porokeratosis'|[217]|['Cong']|['Genetic disease (inborn)', 'Skin disease']|['HP:0001574 ! Abnormality of the integument']|['DOID:7 ! disease of anatomical entity']
C0949570|'Allergy to wheat::Wheat Allergy'|[62, 90, 92, 134, 136, 198, 204, 244, 253]|['Signs/Symptoms']|['Immune system disease']|['HP:0001939 ! Abnormality of metabolism/homeostasis', 'HP:0002715 ! Abnormality of the immune system']|['DOID:7 ! disease of anatomical entity']
C0949658|'CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC'|[97]|['Cardio']|['Cardiovascular disease', 'Genetic disease (inborn)']|['HP:0001626 ! Abnormality of the cardiovascular system']|['DOID:7 ! disease of anatomical entity']
C0949690|'Arthritis of spine::osteoarthritis of spine::Spinal Arthritis::spine arthritis'|[203]|['Musc/Skel']|['Musculoskeletal disease']|['HP:0033127 ! Abnormality of the musculoskeletal system']|['DOID:7 ! disease of anatomical entity']
C0994344|'Rheumatoid lung disease'|[202]|['Musc/Skel']|['Respiratory tract disease']|['HP:0002086 ! Abnormality of the respiratory system']|['DOID:7 ! disease of anatomical entity']
C1096063|'Refractory Epilepsy'|[83]|['Neuro']|['Nervous system disease']|['HP:0000707 ! Abnormality of the nervous system']|['DOID:7 ! disease of anatomical entity']
